V,K_I,Na_I,L_I,Cl_I
-1.23067,3.20637,-0.846993,-3.5492,2.04911
-1.23053,3.20639,-0.847042,-3.54916,2.04915
-1.23039,3.20641,-0.847091,-3.54912,2.04919
-1.23025,3.20643,-0.84714,-3.54907,2.04923
-1.23011,3.20646,-0.847189,-3.54903,2.04927
-1.22997,3.20648,-0.847238,-3.54899,2.04931
-1.22983,3.2065,-0.847287,-3.54895,2.04934
-1.22968,3.20652,-0.847336,-3.54891,2.04938
-1.22954,3.20655,-0.847385,-3.54886,2.04942
-1.2294,3.20657,-0.847434,-3.54882,2.04946
-1.22926,3.20659,-0.847483,-3.54878,2.0495
-1.22912,3.20661,-0.847532,-3.54874,2.04954
-1.22898,3.20663,-0.847581,-3.5487,2.04958
-1.22884,3.20666,-0.847629,-3.54865,2.04961
-1.2287,3.20668,-0.847678,-3.54861,2.04965
-1.22856,3.2067,-0.847727,-3.54857,2.04969
-1.22842,3.20672,-0.847776,-3.54853,2.04973
-1.22828,3.20674,-0.847825,-3.54849,2.04977
-1.22814,3.20677,-0.847874,-3.54844,2.04981
-1.228,3.20679,-0.847923,-3.5484,2.04984
-1.22786,3.20681,-0.847971,-3.54836,2.04988
-1.22772,3.20683,-0.84802,-3.54832,2.04992
-1.22759,3.20686,-0.848069,-3.54828,2.04996
-1.22745,3.20688,-0.848118,-3.54823,2.05
-1.22731,3.2069,-0.848166,-3.54819,2.05004
-1.22717,3.20692,-0.848215,-3.54815,2.05007
-1.22703,3.20694,-0.848264,-3.54811,2.05011
-1.22689,3.20697,-0.848312,-3.54807,2.05015
-1.22675,3.20699,-0.848361,-3.54802,2.05019
-1.22661,3.20701,-0.84841,-3.54798,2.05023
-1.22647,3.20703,-0.848458,-3.54794,2.05027
-1.22633,3.20706,-0.848507,-3.5479,2.0503
-1.22619,3.20708,-0.848556,-3.54786,2.05034
-1.22605,3.2071,-0.848604,-3.54782,2.05038
-1.22591,3.20712,-0.848653,-3.54777,2.05042
-1.22578,3.20714,-0.848701,-3.54773,2.05046
-1.22564,3.20717,-0.84875,-3.54769,2.05049
-1.2255,3.20719,-0.848798,-3.54765,2.05053
-1.22536,3.20721,-0.848847,-3.54761,2.05057
-1.22522,3.20723,-0.848895,-3.54757,2.05061
-1.22508,3.20726,-0.848944,-3.54752,2.05065
-1.22494,3.20728,-0.848992,-3.54748,2.05069
-1.22481,3.2073,-0.849041,-3.54744,2.05072
-1.22467,3.20732,-0.849089,-3.5474,2.05076
-1.22453,3.20735,-0.849138,-3.54736,2.0508
-1.22439,3.20737,-0.849186,-3.54732,2.05084
-1.22425,3.20739,-0.849234,-3.54728,2.05088
-1.22411,3.20741,-0.849283,-3.54723,2.05091
-1.22398,3.20743,-0.849331,-3.54719,2.05095
-1.22384,3.20746,-0.84938,-3.54715,2.05099
-1.2237,3.20748,-0.849428,-3.54711,2.05103
-1.22356,3.2075,-0.849476,-3.54707,2.05107
-1.22342,3.20752,-0.849525,-3.54703,2.0511
-1.22328,3.20755,-0.849573,-3.54699,2.05114
-1.22315,3.20757,-0.849621,-3.54694,2.05118
-1.22301,3.20759,-0.849669,-3.5469,2.05122
-1.22287,3.20761,-0.849718,-3.54686,2.05125
-1.22273,3.20764,-0.849766,-3.54682,2.05129
-1.2226,3.20766,-0.849814,-3.54678,2.05133
-1.22246,3.20768,-0.849862,-3.54674,2.05137
-1.22232,3.2077,-0.84991,-3.5467,2.05141
-1.22218,3.20772,-0.849959,-3.54666,2.05144
-1.22205,3.20775,-0.850007,-3.54661,2.05148
-1.22191,3.20777,-0.850055,-3.54657,2.05152
-1.22177,3.20779,-0.850103,-3.54653,2.05156
-1.22163,3.20781,-0.850151,-3.54649,2.05159
-1.2215,3.20784,-0.850199,-3.54645,2.05163
-1.22136,3.20786,-0.850247,-3.54641,2.05167
-1.22122,3.20788,-0.850295,-3.54637,2.05171
-1.22109,3.2079,-0.850343,-3.54633,2.05175
-1.22095,3.20793,-0.850391,-3.54628,2.05178
-1.22081,3.20795,-0.850439,-3.54624,2.05182
-1.22067,3.20797,-0.850487,-3.5462,2.05186
-1.22054,3.20799,-0.850535,-3.54616,2.0519
-1.2204,3.20802,-0.850583,-3.54612,2.05193
-1.22026,3.20804,-0.850631,-3.54608,2.05197
-1.22013,3.20806,-0.850679,-3.54604,2.05201
-1.21999,3.20808,-0.850727,-3.546,2.05205
-1.21985,3.2081,-0.850775,-3.54596,2.05208
-1.21972,3.20813,-0.850823,-3.54592,2.05212
-1.21958,3.20815,-0.850871,-3.54587,2.05216
-1.21944,3.20817,-0.850919,-3.54583,2.0522
-1.21931,3.20819,-0.850967,-3.54579,2.05223
-1.21917,3.20822,-0.851014,-3.54575,2.05227
-1.21904,3.20824,-0.851062,-3.54571,2.05231
-1.2189,3.20826,-0.85111,-3.54567,2.05235
-1.21876,3.20828,-0.851158,-3.54563,2.05238
-1.21863,3.20831,-0.851206,-3.54559,2.05242
-1.21849,3.20833,-0.851253,-3.54555,2.05246
-1.21836,3.20835,-0.851301,-3.54551,2.0525
-1.21822,3.20837,-0.851349,-3.54547,2.05253
-1.21808,3.2084,-0.851397,-3.54542,2.05257
-1.21795,3.20842,-0.851444,-3.54538,2.05261
-1.21781,3.20844,-0.851492,-3.54534,2.05264
-1.21768,3.20846,-0.85154,-3.5453,2.05268
-1.21754,3.20849,-0.851587,-3.54526,2.05272
-1.2174,3.20851,-0.851635,-3.54522,2.05276
-1.21727,3.20853,-0.851683,-3.54518,2.05279
-1.21713,3.20855,-0.85173,-3.54514,2.05283
-1.217,3.20858,-0.851778,-3.5451,2.05287
-1.21686,3.2086,-0.851825,-3.54506,2.05291
-1.21673,3.20862,-0.851873,-3.54502,2.05294
-1.21659,3.20864,-0.85192,-3.54498,2.05298
-1.21646,3.20867,-0.851968,-3.54494,2.05302
-1.21632,3.20869,-0.852016,-3.5449,2.05305
-1.21619,3.20871,-0.852063,-3.54486,2.05309
-1.21605,3.20873,-0.85211,-3.54482,2.05313
-1.21592,3.20876,-0.852158,-3.54477,2.05317
-1.21578,3.20878,-0.852205,-3.54473,2.0532
-1.21565,3.2088,-0.852253,-3.54469,2.05324
-1.21551,3.20882,-0.8523,-3.54465,2.05328
-1.21538,3.20885,-0.852348,-3.54461,2.05331
-1.21524,3.20887,-0.852395,-3.54457,2.05335
-1.21511,3.20889,-0.852443,-3.54453,2.05339
-1.21497,3.20891,-0.85249,-3.54449,2.05343
-1.21484,3.20894,-0.852537,-3.54445,2.05346
-1.2147,3.20896,-0.852585,-3.54441,2.0535
-1.21457,3.20898,-0.852632,-3.54437,2.05354
-1.21443,3.209,-0.852679,-3.54433,2.05357
-1.2143,3.20903,-0.852726,-3.54429,2.05361
-1.21416,3.20905,-0.852774,-3.54425,2.05365
-1.21403,3.20907,-0.852821,-3.54421,2.05368
-1.2139,3.20909,-0.852868,-3.54417,2.05372
-1.21376,3.20912,-0.852916,-3.54413,2.05376
-1.21363,3.20914,-0.852963,-3.54409,2.05379
-1.21349,3.20916,-0.85301,-3.54405,2.05383
-1.21336,3.20918,-0.853057,-3.54401,2.05387
-1.21323,3.20921,-0.853104,-3.54397,2.05391
-1.21309,3.20923,-0.853151,-3.54393,2.05394
-1.21296,3.20925,-0.853199,-3.54389,2.05398
-1.21282,3.20927,-0.853246,-3.54385,2.05402
-1.21269,3.2093,-0.853293,-3.54381,2.05405
-1.21256,3.20932,-0.85334,-3.54377,2.05409
-1.21242,3.20934,-0.853387,-3.54373,2.05413
-1.21229,3.20936,-0.853434,-3.54369,2.05416
-1.21216,3.20939,-0.853481,-3.54365,2.0542
-1.21202,3.20941,-0.853528,-3.54361,2.05424
-1.21189,3.20943,-0.853575,-3.54357,2.05427
-1.21175,3.20945,-0.853622,-3.54353,2.05431
-1.21162,3.20948,-0.853669,-3.54349,2.05435
-1.21149,3.2095,-0.853716,-3.54345,2.05438
-1.21135,3.20952,-0.853763,-3.54341,2.05442
-1.21122,3.20954,-0.85381,-3.54337,2.05446
-1.21109,3.20957,-0.853857,-3.54333,2.05449
-1.21096,3.20959,-0.853904,-3.54329,2.05453
-1.21082,3.20961,-0.853951,-3.54325,2.05457
-1.21069,3.20963,-0.853998,-3.54321,2.0546
-1.21056,3.20966,-0.854045,-3.54317,2.05464
-1.21042,3.20968,-0.854092,-3.54313,2.05468
-1.21029,3.2097,-0.854138,-3.54309,2.05471
-1.21016,3.20972,-0.854185,-3.54305,2.05475
-1.21002,3.20975,-0.854232,-3.54301,2.05478
-1.20989,3.20977,-0.854279,-3.54297,2.05482
-1.20976,3.20979,-0.854326,-3.54293,2.05486
-1.20963,3.20981,-0.854372,-3.54289,2.05489
-1.20949,3.20984,-0.854419,-3.54285,2.05493
-1.20936,3.20986,-0.854466,-3.54281,2.05497
-1.20923,3.20988,-0.854513,-3.54277,2.055
-1.2091,3.20991,-0.854559,-3.54273,2.05504
-1.20896,3.20993,-0.854606,-3.54269,2.05508
-1.20883,3.20995,-0.854653,-3.54265,2.05511
-1.2087,3.20997,-0.854699,-3.54261,2.05515
-1.20857,3.21,-0.854746,-3.54257,2.05519
-1.20844,3.21002,-0.854793,-3.54253,2.05522
-1.2083,3.21004,-0.854839,-3.54249,2.05526
-1.20817,3.21006,-0.854886,-3.54245,2.05529
-1.20804,3.21009,-0.854932,-3.54241,2.05533
-1.20791,3.21011,-0.854979,-3.54237,2.05537
-1.20778,3.21013,-0.855026,-3.54233,2.0554
-1.20764,3.21015,-0.855072,-3.54229,2.05544
-1.20751,3.21018,-0.855119,-3.54225,2.05548
-1.20738,3.2102,-0.855165,-3.54221,2.05551
-1.20725,3.21022,-0.855212,-3.54217,2.05555
-1.20712,3.21024,-0.855258,-3.54214,2.05558
-1.20699,3.21027,-0.855305,-3.5421,2.05562
-1.20685,3.21029,-0.855351,-3.54206,2.05566
-1.20672,3.21031,-0.855397,-3.54202,2.05569
-1.20659,3.21034,-0.855444,-3.54198,2.05573
-1.20646,3.21036,-0.85549,-3.54194,2.05576
-1.20633,3.21038,-0.855537,-3.5419,2.0558
-1.2062,3.2104,-0.855583,-3.54186,2.05584
-1.20607,3.21043,-0.855629,-3.54182,2.05587
-1.20594,3.21045,-0.855676,-3.54178,2.05591
-1.2058,3.21047,-0.855722,-3.54174,2.05594
-1.20567,3.21049,-0.855768,-3.5417,2.05598
-1.20554,3.21052,-0.855815,-3.54166,2.05602
-1.20541,3.21054,-0.855861,-3.54162,2.05605
-1.20528,3.21056,-0.855907,-3.54158,2.05609
-1.20515,3.21058,-0.855954,-3.54154,2.05612
-1.20502,3.21061,-0.856,-3.54151,2.05616
-1.20489,3.21063,-0.856046,-3.54147,2.0562
-1.20476,3.21065,-0.856092,-3.54143,2.05623
-1.20463,3.21068,-0.856139,-3.54139,2.05627
-1.2045,3.2107,-0.856185,-3.54135,2.0563
-1.20437,3.21072,-0.856231,-3.54131,2.05634
-1.20423,3.21074,-0.856277,-3.54127,2.05638
-1.2041,3.21077,-0.856323,-3.54123,2.05641
-1.20397,3.21079,-0.856369,-3.54119,2.05645
-1.20384,3.21081,-0.856415,-3.54115,2.05648
-1.20371,3.21083,-0.856461,-3.54111,2.05652
-1.20358,3.21086,-0.856508,-3.54107,2.05656
-1.20345,3.21088,-0.856554,-3.54104,2.05659
-1.20332,3.2109,-0.8566,-3.541,2.05663
-1.20319,3.21093,-0.856646,-3.54096,2.05666
-1.20306,3.21095,-0.856692,-3.54092,2.0567
-1.20293,3.21097,-0.856738,-3.54088,2.05673
-1.2028,3.21099,-0.856784,-3.54084,2.05677
-1.20267,3.21102,-0.85683,-3.5408,2.05681
-1.20254,3.21104,-0.856876,-3.54076,2.05684
-1.20241,3.21106,-0.856922,-3.54072,2.05688
-1.20228,3.21108,-0.856968,-3.54069,2.05691
-1.20215,3.21111,-0.857013,-3.54065,2.05695
-1.20202,3.21113,-0.857059,-3.54061,2.05698
-1.2019,3.21115,-0.857105,-3.54057,2.05702
-1.20177,3.21118,-0.857151,-3.54053,2.05706
-1.20164,3.2112,-0.857197,-3.54049,2.05709
-1.20151,3.21122,-0.857243,-3.54045,2.05713
-1.20138,3.21124,-0.857289,-3.54041,2.05716
-1.20125,3.21127,-0.857335,-3.54037,2.0572
-1.20112,3.21129,-0.85738,-3.54034,2.05723
-1.20099,3.21131,-0.857426,-3.5403,2.05727
-1.20086,3.21133,-0.857472,-3.54026,2.0573
-1.20073,3.21136,-0.857518,-3.54022,2.05734
-1.2006,3.21138,-0.857563,-3.54018,2.05738
-1.20047,3.2114,-0.857609,-3.54014,2.05741
-1.20034,3.21143,-0.857655,-3.5401,2.05745
-1.20022,3.21145,-0.8577,-3.54006,2.05748
-1.20009,3.21147,-0.857746,-3.54003,2.05752
-1.19996,3.21149,-0.857792,-3.53999,2.05755
-1.19983,3.21152,-0.857837,-3.53995,2.05759
-1.1997,3.21154,-0.857883,-3.53991,2.05762
-1.19957,3.21156,-0.857929,-3.53987,2.05766
-1.19944,3.21158,-0.857974,-3.53983,2.05769
-1.19931,3.21161,-0.85802,-3.53979,2.05773
-1.19919,3.21163,-0.858066,-3.53976,2.05776
-1.19906,3.21165,-0.858111,-3.53972,2.0578
-1.19893,3.21168,-0.858157,-3.53968,2.05783
-1.1988,3.2117,-0.858202,-3.53964,2.05787
-1.19867,3.21172,-0.858248,-3.5396,2.05791
-1.19854,3.21174,-0.858293,-3.53956,2.05794
-1.19842,3.21177,-0.858339,-3.53952,2.05798
-1.19829,3.21179,-0.858384,-3.53949,2.05801
-1.19816,3.21181,-0.85843,-3.53945,2.05805
-1.19803,3.21184,-0.858475,-3.53941,2.05808
-1.1979,3.21186,-0.85852,-3.53937,2.05812
-1.19778,3.21188,-0.858566,-3.53933,2.05815
-1.19765,3.2119,-0.858611,-3.53929,2.05819
-1.19752,3.21193,-0.858657,-3.53926,2.05822
-1.19739,3.21195,-0.858702,-3.53922,2.05826
-1.19727,3.21197,-0.858747,-3.53918,2.05829
-1.19714,3.212,-0.858793,-3.53914,2.05833
-1.19701,3.21202,-0.858838,-3.5391,2.05836
-1.19688,3.21204,-0.858883,-3.53906,2.0584
-1.19675,3.21206,-0.858929,-3.53903,2.05843
-1.19663,3.21209,-0.858974,-3.53899,2.05847
-1.1965,3.21211,-0.859019,-3.53895,2.0585
-1.19637,3.21213,-0.859064,-3.53891,2.05854
-1.19625,3.21216,-0.85911,-3.53887,2.05857
-1.19612,3.21218,-0.859155,-3.53884,2.05861
-1.19599,3.2122,-0.8592,-3.5388,2.05864
-1.19586,3.21222,-0.859245,-3.53876,2.05868
-1.19574,3.21225,-0.85929,-3.53872,2.05871
-1.19561,3.21227,-0.859336,-3.53868,2.05875
-1.19548,3.21229,-0.859381,-3.53864,2.05878
-1.19536,3.21232,-0.859426,-3.53861,2.05882
-1.19523,3.21234,-0.859471,-3.53857,2.05885
-1.1951,3.21236,-0.859516,-3.53853,2.05889
-1.19498,3.21238,-0.859561,-3.53849,2.05892
-1.19485,3.21241,-0.859606,-3.53845,2.05896
-1.19472,3.21243,-0.859651,-3.53842,2.05899
-1.1946,3.21245,-0.859696,-3.53838,2.05903
-1.19447,3.21248,-0.859741,-3.53834,2.05906
-1.19434,3.2125,-0.859786,-3.5383,2.0591
-1.19422,3.21252,-0.859831,-3.53826,2.05913
-1.19409,3.21254,-0.859876,-3.53823,2.05917
-1.19396,3.21257,-0.859921,-3.53819,2.0592
-1.19384,3.21259,-0.859966,-3.53815,2.05924
-1.19371,3.21261,-0.860011,-3.53811,2.05927
-1.19358,3.21264,-0.860056,-3.53808,2.05931
-1.19346,3.21266,-0.860101,-3.53804,2.05934
-1.19333,3.21268,-0.860146,-3.538,2.05937
-1.19321,3.2127,-0.860191,-3.53796,2.05941
-1.19308,3.21273,-0.860236,-3.53792,2.05944
-1.19295,3.21275,-0.860281,-3.53789,2.05948
-1.19283,3.21277,-0.860325,-3.53785,2.05951
-1.1927,3.2128,-0.86037,-3.53781,2.05955
-1.19258,3.21282,-0.860415,-3.53777,2.05958
-1.19245,3.21284,-0.86046,-3.53773,2.05962
-1.19232,3.21286,-0.860505,-3.5377,2.05965
-1.1922,3.21289,-0.860549,-3.53766,2.05969
-1.19207,3.21291,-0.860594,-3.53762,2.05972
-1.19195,3.21293,-0.860639,-3.53758,2.05976
-1.19182,3.21296,-0.860684,-3.53755,2.05979
-1.1917,3.21298,-0.860728,-3.53751,2.05982
-1.19157,3.213,-0.860773,-3.53747,2.05986
-1.19145,3.21302,-0.860818,-3.53743,2.05989
-1.19132,3.21305,-0.860862,-3.5374,2.05993
-1.19119,3.21307,-0.860907,-3.53736,2.05996
-1.19107,3.21309,-0.860952,-3.53732,2.06
-1.19094,3.21312,-0.860996,-3.53728,2.06003
-1.19082,3.21314,-0.861041,-3.53725,2.06007
-1.19069,3.21316,-0.861085,-3.53721,2.0601
-1.19057,3.21318,-0.86113,-3.53717,2.06013
-1.19044,3.21321,-0.861174,-3.53713,2.06017
-1.19032,3.21323,-0.861219,-3.5371,2.0602
-1.19019,3.21325,-0.861264,-3.53706,2.06024
-1.19007,3.21328,-0.861308,-3.53702,2.06027
-1.18994,3.2133,-0.861353,-3.53698,2.06031
-1.18982,3.21332,-0.861397,-3.53695,2.06034
-1.1897,3.21335,-0.861442,-3.53691,2.06037
-1.18957,3.21337,-0.861486,-3.53687,2.06041
-1.18945,3.21339,-0.86153,-3.53683,2.06044
-1.18932,3.21341,-0.861575,-3.5368,2.06048
-1.1892,3.21344,-0.861619,-3.53676,2.06051
-1.18907,3.21346,-0.861664,-3.53672,2.06055
-1.18895,3.21348,-0.861708,-3.53668,2.06058
-1.18882,3.21351,-0.861752,-3.53665,2.06061
-1.1887,3.21353,-0.861797,-3.53661,2.06065
-1.18858,3.21355,-0.861841,-3.53657,2.06068
-1.18845,3.21357,-0.861885,-3.53654,2.06072
-1.18833,3.2136,-0.86193,-3.5365,2.06075
-1.1882,3.21362,-0.861974,-3.53646,2.06079
-1.18808,3.21364,-0.862018,-3.53642,2.06082
-1.18795,3.21367,-0.862062,-3.53639,2.06085
-1.18783,3.21369,-0.862107,-3.53635,2.06089
-1.18771,3.21371,-0.862151,-3.53631,2.06092
-1.18758,3.21374,-0.862195,-3.53627,2.06096
-1.18746,3.21376,-0.862239,-3.53624,2.06099
-1.18734,3.21378,-0.862284,-3.5362,2.06102
-1.18721,3.2138,-0.862328,-3.53616,2.06106
-1.18709,3.21383,-0.862372,-3.53613,2.06109
-1.18696,3.21385,-0.862416,-3.53609,2.06113
-1.18684,3.21387,-0.86246,-3.53605,2.06116
-1.18672,3.2139,-0.862504,-3.53602,2.06119
-1.18659,3.21392,-0.862548,-3.53598,2.06123
-1.18647,3.21394,-0.862592,-3.53594,2.06126
-1.18635,3.21397,-0.862637,-3.5359,2.0613
-1.18622,3.21399,-0.862681,-3.53587,2.06133
-1.1861,3.21401,-0.862725,-3.53583,2.06136
-1.18598,3.21403,-0.862769,-3.53579,2.0614
-1.18585,3.21406,-0.862813,-3.53576,2.06143
-1.18573,3.21408,-0.862857,-3.53572,2.06146
-1.18561,3.2141,-0.862901,-3.53568,2.0615
-1.18549,3.21413,-0.862945,-3.53565,2.06153
-1.18536,3.21415,-0.862989,-3.53561,2.06157
-1.18524,3.21417,-0.863032,-3.53557,2.0616
-1.18512,3.2142,-0.863076,-3.53554,2.06163
-1.18499,3.21422,-0.86312,-3.5355,2.06167
-1.18487,3.21424,-0.863164,-3.53546,2.0617
-1.18475,3.21426,-0.863208,-3.53542,2.06174
-1.18463,3.21429,-0.863252,-3.53539,2.06177
-1.1845,3.21431,-0.863296,-3.53535,2.0618
-1.18438,3.21433,-0.86334,-3.53531,2.06184
-1.18426,3.21436,-0.863383,-3.53528,2.06187
-1.18414,3.21438,-0.863427,-3.53524,2.0619
-1.18401,3.2144,-0.863471,-3.5352,2.06194
-1.18389,3.21443,-0.863515,-3.53517,2.06197
-1.18377,3.21445,-0.863559,-3.53513,2.062
-1.18365,3.21447,-0.863602,-3.53509,2.06204
-1.18352,3.21449,-0.863646,-3.53506,2.06207
-1.1834,3.21452,-0.86369,-3.53502,2.06211
-1.18328,3.21454,-0.863733,-3.53498,2.06214
-1.18316,3.21456,-0.863777,-3.53495,2.06217
-1.18304,3.21459,-0.863821,-3.53491,2.06221
-1.18291,3.21461,-0.863865,-3.53487,2.06224
-1.18279,3.21463,-0.863908,-3.53484,2.06227
-1.18267,3.21466,-0.863952,-3.5348,2.06231
-1.18255,3.21468,-0.863995,-3.53476,2.06234
-1.18243,3.2147,-0.864039,-3.53473,2.06237
-1.18231,3.21472,-0.864083,-3.53469,2.06241
-1.18218,3.21475,-0.864126,-3.53466,2.06244
-1.18206,3.21477,-0.86417,-3.53462,2.06247
-1.18194,3.21479,-0.864213,-3.53458,2.06251
-1.18182,3.21482,-0.864257,-3.53455,2.06254
-1.1817,3.21484,-0.8643,-3.53451,2.06257
-1.18158,3.21486,-0.864344,-3.53447,2.06261
-1.18146,3.21489,-0.864387,-3.53444,2.06264
-1.18133,3.21491,-0.864431,-3.5344,2.06267
-1.18121,3.21493,-0.864474,-3.53436,2.06271
-1.18109,3.21496,-0.864518,-3.53433,2.06274
-1.18097,3.21498,-0.864561,-3.53429,2.06277
-1.18085,3.215,-0.864604,-3.53425,2.06281
-1.18073,3.21502,-0.864648,-3.53422,2.06284
-1.18061,3.21505,-0.864691,-3.53418,2.06287
-1.18049,3.21507,-0.864735,-3.53415,2.06291
-1.18037,3.21509,-0.864778,-3.53411,2.06294
-1.18024,3.21512,-0.864821,-3.53407,2.06297
-1.18012,3.21514,-0.864865,-3.53404,2.06301
-1.18,3.21516,-0.864908,-3.534,2.06304
-1.17988,3.21519,-0.864951,-3.53396,2.06307
-1.17976,3.21521,-0.864994,-3.53393,2.06311
-1.17964,3.21523,-0.865038,-3.53389,2.06314
-1.17952,3.21526,-0.865081,-3.53386,2.06317
-1.1794,3.21528,-0.865124,-3.53382,2.06321
-1.17928,3.2153,-0.865167,-3.53378,2.06324
-1.17916,3.21532,-0.865211,-3.53375,2.06327
-1.17904,3.21535,-0.865254,-3.53371,2.06331
-1.17892,3.21537,-0.865297,-3.53368,2.06334
-1.1788,3.21539,-0.86534,-3.53364,2.06337
-1.17868,3.21542,-0.865383,-3.5336,2.06341
-1.17856,3.21544,-0.865426,-3.53357,2.06344
-1.17844,3.21546,-0.86547,-3.53353,2.06347
-1.17832,3.21549,-0.865513,-3.5335,2.0635
-1.1782,3.21551,-0.865556,-3.53346,2.06354
-1.17808,3.21553,-0.865599,-3.53342,2.06357
-1.17796,3.21556,-0.865642,-3.53339,2.0636
-1.17784,3.21558,-0.865685,-3.53335,2.06364
-1.17772,3.2156,-0.865728,-3.53332,2.06367
-1.1776,3.21562,-0.865771,-3.53328,2.0637
-1.17748,3.21565,-0.865814,-3.53324,2.06374
-1.17736,3.21567,-0.865857,-3.53321,2.06377
-1.17724,3.21569,-0.8659,-3.53317,2.0638
-1.17712,3.21572,-0.865943,-3.53314,2.06383
-1.177,3.21574,-0.865986,-3.5331,2.06387
-1.17688,3.21576,-0.866029,-3.53306,2.0639
-1.17676,3.21579,-0.866072,-3.53303,2.06393
-1.17664,3.21581,-0.866115,-3.53299,2.06397
-1.17652,3.21583,-0.866157,-3.53296,2.064
-1.1764,3.21586,-0.8662,-3.53292,2.06403
-1.17628,3.21588,-0.866243,-3.53289,2.06406
-1.17616,3.2159,-0.866286,-3.53285,2.0641
-1.17605,3.21592,-0.866329,-3.53281,2.06413
-1.17593,3.21595,-0.866372,-3.53278,2.06416
-1.17581,3.21597,-0.866414,-3.53274,2.0642
-1.17569,3.21599,-0.866457,-3.53271,2.06423
-1.17557,3.21602,-0.8665,-3.53267,2.06426
-1.17545,3.21604,-0.866543,-3.53264,2.06429
-1.17533,3.21606,-0.866586,-3.5326,2.06433
-1.17521,3.21609,-0.866628,-3.53256,2.06436
-1.17509,3.21611,-0.866671,-3.53253,2.06439
-1.17498,3.21613,-0.866714,-3.53249,2.06442
-1.17486,3.21616,-0.866756,-3.53246,2.06446
-1.17474,3.21618,-0.866799,-3.53242,2.06449
-1.17462,3.2162,-0.866842,-3.53239,2.06452
-1.1745,3.21623,-0.866884,-3.53235,2.06456
-1.17438,3.21625,-0.866927,-3.53231,2.06459
-1.17426,3.21627,-0.866969,-3.53228,2.06462
-1.17415,3.21629,-0.867012,-3.53224,2.06465
-1.17403,3.21632,-0.867055,-3.53221,2.06469
-1.17391,3.21634,-0.867097,-3.53217,2.06472
-1.17379,3.21636,-0.86714,-3.53214,2.06475
-1.17367,3.21639,-0.867182,-3.5321,2.06478
-1.17356,3.21641,-0.867225,-3.53207,2.06482
-1.17344,3.21643,-0.867267,-3.53203,2.06485
-1.17332,3.21646,-0.86731,-3.532,2.06488
-1.1732,3.21648,-0.867352,-3.53196,2.06491
-1.17308,3.2165,-0.867395,-3.53192,2.06495
-1.17297,3.21653,-0.867437,-3.53189,2.06498
-1.17285,3.21655,-0.86748,-3.53185,2.06501
-1.17273,3.21657,-0.867522,-3.53182,2.06504
-1.17261,3.2166,-0.867564,-3.53178,2.06508
-1.17249,3.21662,-0.867607,-3.53175,2.06511
-1.17238,3.21664,-0.867649,-3.53171,2.06514
-1.17226,3.21667,-0.867692,-3.53168,2.06517
-1.17214,3.21669,-0.867734,-3.53164,2.0652
-1.17202,3.21671,-0.867776,-3.53161,2.06524
-1.17191,3.21673,-0.867819,-3.53157,2.06527
-1.17179,3.21676,-0.867861,-3.53154,2.0653
-1.17167,3.21678,-0.867903,-3.5315,2.06533
-1.17155,3.2168,-0.867945,-3.53147,2.06537
-1.17144,3.21683,-0.867988,-3.53143,2.0654
-1.17132,3.21685,-0.86803,-3.5314,2.06543
-1.1712,3.21687,-0.868072,-3.53136,2.06546
-1.17109,3.2169,-0.868114,-3.53133,2.0655
-1.17097,3.21692,-0.868157,-3.53129,2.06553
-1.17085,3.21694,-0.868199,-3.53126,2.06556
-1.17073,3.21697,-0.868241,-3.53122,2.06559
-1.17062,3.21699,-0.868283,-3.53119,2.06562
-1.1705,3.21701,-0.868325,-3.53115,2.06566
-1.17038,3.21704,-0.868367,-3.53112,2.06569
-1.17027,3.21706,-0.86841,-3.53108,2.06572
-1.17015,3.21708,-0.868452,-3.53105,2.06575
-1.17003,3.21711,-0.868494,-3.53101,2.06578
-1.16992,3.21713,-0.868536,-3.53098,2.06582
-1.1698,3.21715,-0.868578,-3.53094,2.06585
-1.16968,3.21717,-0.86862,-3.53091,2.06588
-1.16957,3.2172,-0.868662,-3.53087,2.06591
-1.16945,3.21722,-0.868704,-3.53084,2.06594
-1.16934,3.21724,-0.868746,-3.5308,2.06598
-1.16922,3.21727,-0.868788,-3.53077,2.06601
-1.1691,3.21729,-0.86883,-3.53073,2.06604
-1.16899,3.21731,-0.868872,-3.5307,2.06607
-1.16887,3.21734,-0.868914,-3.53066,2.06611
-1.16875,3.21736,-0.868956,-3.53063,2.06614
-1.16864,3.21738,-0.868998,-3.53059,2.06617
-1.16852,3.21741,-0.86904,-3.53056,2.0662
-1.16841,3.21743,-0.869081,-3.53052,2.06623
-1.16829,3.21745,-0.869123,-3.53049,2.06626
-1.16817,3.21748,-0.869165,-3.53045,2.0663
-1.16806,3.2175,-0.869207,-3.53042,2.06633
-1.16794,3.21752,-0.869249,-3.53038,2.06636
-1.16783,3.21755,-0.869291,-3.53035,2.06639
-1.16771,3.21757,-0.869332,-3.53031,2.06642
-1.1676,3.21759,-0.869374,-3.53028,2.06646
-1.16748,3.21762,-0.869416,-3.53024,2.06649
-1.16736,3.21764,-0.869458,-3.53021,2.06652
-1.16725,3.21766,-0.869499,-3.53017,2.06655
-1.16713,3.21768,-0.869541,-3.53014,2.06658
-1.16702,3.21771,-0.869583,-3.53011,2.06661
