V,K_I,Na_I,L_I,HCN_I
1.29392,0.000199405,-0.0474492,-2.79182,0.0661551
1.29669,0.000201274,-0.0477004,-2.79099,0.0663779
1.29946,0.000203156,-0.0479522,-2.79016,0.0666009
1.30223,0.000205052,-0.0482045,-2.78933,0.0668242
1.30501,0.000206961,-0.0484574,-2.7885,0.0670478
1.30778,0.000208883,-0.0487108,-2.78767,0.0672717
1.31054,0.000210819,-0.0489647,-2.78684,0.0674959
1.31331,0.000212769,-0.0492191,-2.78601,0.0677203
1.31608,0.000214732,-0.0494741,-2.78518,0.067945
1.31885,0.000216709,-0.0497296,-2.78435,0.06817
1.32161,0.0002187,-0.0499856,-2.78352,0.0683953
1.32438,0.000220704,-0.0502422,-2.78269,0.0686209
1.32714,0.000222722,-0.0504993,-2.78186,0.0688467
1.3299,0.000224755,-0.0507569,-2.78103,0.0690729
1.33267,0.000226801,-0.051015,-2.7802,0.0692993
1.33543,0.000228862,-0.0512736,-2.77937,0.069526
1.33819,0.000230936,-0.0515328,-2.77854,0.0697529
1.34095,0.000233025,-0.0517925,-2.77772,0.0699802
1.34371,0.000235128,-0.0520527,-2.77689,0.0702077
1.34647,0.000237246,-0.0523134,-2.77606,0.0704355
1.34922,0.000239378,-0.0525746,-2.77523,0.0706636
1.35198,0.000241524,-0.0528364,-2.77441,0.0708919
1.35474,0.000243685,-0.0530986,-2.77358,0.0711206
1.35749,0.000245861,-0.0533614,-2.77275,0.0713495
1.36025,0.000248051,-0.0536247,-2.77193,0.0715787
1.363,0.000250256,-0.0538884,-2.7711,0.0718082
1.36575,0.000252476,-0.0541527,-2.77027,0.0720379
1.36851,0.000254711,-0.0544176,-2.76945,0.0722679
1.37126,0.000256961,-0.0546829,-2.76862,0.0724982
1.37401,0.000259225,-0.0549487,-2.7678,0.0727288
1.37676,0.000261505,-0.055215,-2.76697,0.0729597
1.37951,0.0002638,-0.0554818,-2.76615,0.0731908
1.38225,0.000266111,-0.0557492,-2.76532,0.0734222
1.385,0.000268436,-0.056017,-2.7645,0.0736539
1.38775,0.000270777,-0.0562853,-2.76368,0.0738858
1.39049,0.000273134,-0.0565541,-2.76285,0.074118
1.39324,0.000275506,-0.0568235,-2.76203,0.0743506
1.39598,0.000277894,-0.0570933,-2.7612,0.0745833
1.39873,0.000280297,-0.0573636,-2.76038,0.0748164
1.40147,0.000282716,-0.0576344,-2.75956,0.0750497
1.40421,0.00028515,-0.0579057,-2.75874,0.0752833
1.40695,0.000287601,-0.0581775,-2.75791,0.0755172
1.40969,0.000290068,-0.0584498,-2.75709,0.0757513
1.41243,0.00029255,-0.0587226,-2.75627,0.0759857
1.41517,0.000295049,-0.0589959,-2.75545,0.0762204
1.41791,0.000297564,-0.0592696,-2.75463,0.0764554
1.42065,0.000300095,-0.0595439,-2.75381,0.0766906
1.42338,0.000302642,-0.0598186,-2.75299,0.0769261
1.42612,0.000305206,-0.0600939,-2.75216,0.0771619
1.42885,0.000307786,-0.0603696,-2.75134,0.0773979
1.43159,0.000310383,-0.0606457,-2.75052,0.0776342
1.43432,0.000312996,-0.0609224,-2.7497,0.0778708
1.43705,0.000315626,-0.0611996,-2.74888,0.0781077
1.43978,0.000318272,-0.0614772,-2.74806,0.0783448
1.44252,0.000320936,-0.0617553,-2.74725,0.0785822
1.44525,0.000323616,-0.0620339,-2.74643,0.0788199
1.44797,0.000326313,-0.062313,-2.74561,0.0790578
1.4507,0.000329027,-0.0625925,-2.74479,0.079296
1.45343,0.000331759,-0.0628726,-2.74397,0.0795345
1.45616,0.000334507,-0.0631531,-2.74315,0.0797732
1.45888,0.000337273,-0.0634341,-2.74233,0.0800122
1.46161,0.000340056,-0.0637155,-2.74152,0.0802515
1.46433,0.000342856,-0.0639974,-2.7407,0.0804911
1.46706,0.000345674,-0.0642798,-2.73988,0.0807309
1.46978,0.000348509,-0.0645627,-2.73907,0.080971
1.4725,0.000351362,-0.064846,-2.73825,0.0812113
1.47523,0.000354233,-0.0651298,-2.73743,0.0814519
1.47795,0.000357121,-0.0654141,-2.73662,0.0816928
1.48067,0.000360028,-0.0656988,-2.7358,0.081934
1.48339,0.000362952,-0.065984,-2.73498,0.0821754
1.4861,0.000365894,-0.0662697,-2.73417,0.0824171
1.48882,0.000368854,-0.0665558,-2.73335,0.082659
1.49154,0.000371832,-0.0668424,-2.73254,0.0829012
1.49425,0.000374829,-0.0671295,-2.73172,0.0831437
1.49697,0.000377844,-0.067417,-2.73091,0.0833864
1.49968,0.000380877,-0.067705,-2.73009,0.0836294
1.5024,0.000383928,-0.0679934,-2.72928,0.0838727
1.50511,0.000386999,-0.0682823,-2.72847,0.0841162
1.50782,0.000390087,-0.0685717,-2.72765,0.08436
1.51053,0.000393195,-0.0688615,-2.72684,0.0846041
1.51325,0.000396321,-0.0691518,-2.72603,0.0848484
1.51596,0.000399466,-0.0694425,-2.72521,0.085093
1.51866,0.000402629,-0.0697337,-2.7244,0.0853378
1.52137,0.000405812,-0.0700254,-2.72359,0.085583
1.52408,0.000409014,-0.0703174,-2.72278,0.0858283
1.52679,0.000412235,-0.07061,-2.72196,0.086074
1.52949,0.000415475,-0.070903,-2.72115,0.0863199
1.5322,0.000418734,-0.0711964,-2.72034,0.086566
1.5349,0.000422013,-0.0714903,-2.71953,0.0868124
1.53761,0.000425311,-0.0717847,-2.71872,0.0870591
1.54031,0.000428629,-0.0720795,-2.71791,0.0873061
1.54301,0.000431966,-0.0723747,-2.7171,0.0875533
1.54571,0.000435323,-0.0726704,-2.71629,0.0878007
1.54841,0.0004387,-0.0729666,-2.71548,0.0880485
1.55111,0.000442097,-0.0732631,-2.71467,0.0882964
1.55381,0.000445513,-0.0735602,-2.71386,0.0885447
1.55651,0.00044895,-0.0738576,-2.71305,0.0887932
1.55921,0.000452406,-0.0741556,-2.71224,0.0890419
1.56191,0.000455883,-0.0744539,-2.71143,0.089291
1.5646,0.00045938,-0.0747527,-2.71062,0.0895402
1.5673,0.000462897,-0.075052,-2.70981,0.0897898
1.56999,0.000466435,-0.0753516,-2.709,0.0900396
1.57269,0.000469993,-0.0756518,-2.70819,0.0902896
1.57538,0.000473572,-0.0759523,-2.70739,0.0905399
1.57807,0.000477171,-0.0762533,-2.70658,0.0907905
1.58076,0.000480791,-0.0765548,-2.70577,0.0910413
1.58345,0.000484432,-0.0768566,-2.70496,0.0912924
1.58614,0.000488094,-0.0771589,-2.70416,0.0915438
1.58883,0.000491776,-0.0774617,-2.70335,0.0917954
1.59152,0.00049548,-0.0777648,-2.70254,0.0920472
1.59421,0.000499205,-0.0780685,-2.70174,0.0922993
1.5969,0.000502951,-0.0783725,-2.70093,0.0925517
1.59958,0.000506718,-0.078677,-2.70013,0.0928043
1.60227,0.000510507,-0.0789819,-2.69932,0.0930572
1.60495,0.000514317,-0.0792872,-2.69851,0.0933103
1.60764,0.000518149,-0.079593,-2.69771,0.0935637
1.61032,0.000522002,-0.0798992,-2.6969,0.0938173
1.613,0.000525877,-0.0802058,-2.6961,0.0940712
1.61568,0.000529774,-0.0805129,-2.69529,0.0943254
1.61837,0.000533692,-0.0808204,-2.69449,0.0945798
1.62105,0.000537633,-0.0811283,-2.69369,0.0948344
1.62373,0.000541595,-0.0814366,-2.69288,0.0950893
1.6264,0.00054558,-0.0817454,-2.69208,0.0953445
1.62908,0.000549587,-0.0820546,-2.69128,0.0955999
1.63176,0.000553616,-0.0823642,-2.69047,0.0958556
1.63444,0.000557668,-0.0826742,-2.68967,0.0961115
1.63711,0.000561742,-0.0829847,-2.68887,0.0963677
1.63979,0.000565838,-0.0832956,-2.68806,0.0966241
1.64246,0.000569958,-0.0836069,-2.68726,0.0968808
1.64513,0.0005741,-0.0839186,-2.68646,0.0971377
1.64781,0.000578264,-0.0842307,-2.68566,0.0973949
1.65048,0.000582452,-0.0845433,-2.68486,0.0976523
1.65315,0.000586663,-0.0848563,-2.68406,0.09791
1.65582,0.000590896,-0.0851697,-2.68325,0.0981679
1.65849,0.000595153,-0.0854835,-2.68245,0.0984261
1.66116,0.000599433,-0.0857978,-2.68165,0.0986845
1.66383,0.000603736,-0.0861124,-2.68085,0.0989432
1.66649,0.000608063,-0.0864275,-2.68005,0.0992021
1.66916,0.000612413,-0.086743,-2.67925,0.0994613
1.67183,0.000616787,-0.0870589,-2.67845,0.0997207
1.67449,0.000621184,-0.0873752,-2.67765,0.0999804
1.67716,0.000625605,-0.087692,-2.67685,0.10024
1.67982,0.00063005,-0.0880091,-2.67605,0.1005
1.68248,0.000634519,-0.0883267,-2.67526,0.100761
1.68515,0.000639012,-0.0886447,-2.67446,0.101022
1.68781,0.000643529,-0.088963,-2.67366,0.101282
1.69047,0.00064807,-0.0892818,-2.67286,0.101544
1.69313,0.000652636,-0.0896011,-2.67206,0.101805
1.69579,0.000657226,-0.0899207,-2.67126,0.102067
1.69844,0.00066184,-0.0902407,-2.67047,0.102329
1.7011,0.000666479,-0.0905611,-2.66967,0.102591
1.70376,0.000671142,-0.090882,-2.66887,0.102853
1.70642,0.00067583,-0.0912033,-2.66808,0.103116
1.70907,0.000680543,-0.0915249,-2.66728,0.103379
1.71173,0.000685281,-0.091847,-2.66648,0.103642
1.71438,0.000690044,-0.0921695,-2.66569,0.103905
1.71703,0.000694832,-0.0924924,-2.66489,0.104169
1.71969,0.000699645,-0.0928157,-2.66409,0.104433
1.72234,0.000704483,-0.0931394,-2.6633,0.104697
1.72499,0.000709347,-0.0934635,-2.6625,0.104961
1.72764,0.000714236,-0.093788,-2.66171,0.105226
1.73029,0.000719151,-0.0941129,-2.66091,0.105491
1.73294,0.000724091,-0.0944382,-2.66012,0.105756
1.73559,0.000729057,-0.0947639,-2.65932,0.106021
1.73823,0.000734049,-0.09509,-2.65853,0.106287
1.74088,0.000739066,-0.0954166,-2.65774,0.106552
1.74353,0.00074411,-0.0957435,-2.65694,0.106819
1.74617,0.00074918,-0.0960708,-2.65615,0.107085
1.74881,0.000754276,-0.0963985,-2.65536,0.107351
1.75146,0.000759398,-0.0967267,-2.65456,0.107618
1.7541,0.000764546,-0.0970552,-2.65377,0.107885
1.75674,0.000769721,-0.0973841,-2.65298,0.108152
1.75938,0.000774923,-0.0977134,-2.65218,0.10842
1.76203,0.000780151,-0.0980432,-2.65139,0.108688
1.76467,0.000785405,-0.0983733,-2.6506,0.108956
1.7673,0.000790687,-0.0987038,-2.64981,0.109224
1.76994,0.000795996,-0.0990347,-2.64902,0.109492
1.77258,0.000801331,-0.099366,-2.64823,0.109761
1.77522,0.000806694,-0.0996978,-2.64743,0.11003
1.77785,0.000812083,-0.10003,-2.64664,0.110299
1.78049,0.0008175,-0.100362,-2.64585,0.110569
1.78312,0.000822945,-0.100695,-2.64506,0.110838
1.78576,0.000828417,-0.101029,-2.64427,0.111108
1.78839,0.000833916,-0.101362,-2.64348,0.111378
1.79102,0.000839443,-0.101696,-2.64269,0.111649
1.79366,0.000844998,-0.102031,-2.6419,0.111919
1.79629,0.000850581,-0.102366,-2.64111,0.11219
1.79892,0.000856192,-0.102701,-2.64032,0.112461
1.80155,0.00086183,-0.103037,-2.63954,0.112733
1.80418,0.000867497,-0.103373,-2.63875,0.113004
1.80681,0.000873192,-0.103709,-2.63796,0.113276
1.80943,0.000878916,-0.104046,-2.63717,0.113548
1.81206,0.000884667,-0.104383,-2.63638,0.113821
1.81469,0.000890448,-0.104721,-2.63559,0.114093
1.81731,0.000896257,-0.105059,-2.63481,0.114366
1.81994,0.000902094,-0.105397,-2.63402,0.114639
1.82256,0.000907961,-0.105736,-2.63323,0.114912
1.82518,0.000913856,-0.106075,-2.63245,0.115186
1.82781,0.00091978,-0.106415,-2.63166,0.115459
1.83043,0.000925734,-0.106755,-2.63087,0.115733
1.83305,0.000931716,-0.107095,-2.63009,0.116007
1.83567,0.000937728,-0.107436,-2.6293,0.116282
1.83829,0.000943769,-0.107777,-2.62851,0.116556
1.84091,0.00094984,-0.108118,-2.62773,0.116831
1.84352,0.000955941,-0.10846,-2.62694,0.117106
1.84614,0.000962071,-0.108802,-2.62616,0.117382
1.84876,0.00096823,-0.109145,-2.62537,0.117657
1.85137,0.00097442,-0.109488,-2.62459,0.117933
1.85399,0.00098064,-0.109831,-2.6238,0.118209
1.8566,0.00098689,-0.110175,-2.62302,0.118486
1.85922,0.000993169,-0.110519,-2.62223,0.118762
1.86183,0.00099948,-0.110864,-2.62145,0.119039
1.86444,0.00100582,-0.111209,-2.62067,0.119316
1.86705,0.00101219,-0.111554,-2.61988,0.119593
1.86967,0.00101859,-0.1119,-2.6191,0.11987
1.87228,0.00102503,-0.112246,-2.61832,0.120148
1.87488,0.00103149,-0.112593,-2.61753,0.120426
1.87749,0.00103798,-0.11294,-2.61675,0.120704
1.8801,0.00104451,-0.113287,-2.61597,0.120983
1.88271,0.00105106,-0.113634,-2.61519,0.121261
1.88531,0.00105765,-0.113982,-2.61441,0.12154
1.88792,0.00106427,-0.114331,-2.61362,0.121819
1.89053,0.00107092,-0.11468,-2.61284,0.122098
1.89313,0.0010776,-0.115029,-2.61206,0.122378
1.89573,0.00108431,-0.115378,-2.61128,0.122658
1.89834,0.00109106,-0.115728,-2.6105,0.122938
1.90094,0.00109783,-0.116079,-2.60972,0.123218
1.90354,0.00110464,-0.116429,-2.60894,0.123498
1.90614,0.00111148,-0.11678,-2.60816,0.123779
1.90874,0.00111835,-0.117132,-2.60738,0.12406
1.91134,0.00112526,-0.117484,-2.6066,0.124341
1.91394,0.0011322,-0.117836,-2.60582,0.124622
1.91654,0.00113916,-0.118188,-2.60504,0.124904
1.91913,0.00114617,-0.118541,-2.60426,0.125186
1.92173,0.0011532,-0.118895,-2.60348,0.125468
1.92433,0.00116027,-0.119249,-2.6027,0.12575
1.92692,0.00116737,-0.119603,-2.60192,0.126032
1.92952,0.0011745,-0.119957,-2.60115,0.126315
1.93211,0.00118167,-0.120312,-2.60037,0.126598
1.9347,0.00118886,-0.120667,-2.59959,0.126881
1.93729,0.0011961,-0.121023,-2.59881,0.127165
1.93989,0.00120336,-0.121379,-2.59803,0.127448
1.94248,0.00121066,-0.121735,-2.59726,0.127732
1.94507,0.00121799,-0.122092,-2.59648,0.128016
1.94766,0.00122536,-0.122449,-2.5957,0.128301
1.95024,0.00123276,-0.122807,-2.59493,0.128585
1.95283,0.00124019,-0.123164,-2.59415,0.12887
1.95542,0.00124766,-0.123523,-2.59337,0.129155
1.95801,0.00125516,-0.123881,-2.5926,0.12944
1.96059,0.0012627,-0.12424,-2.59182,0.129725
1.96318,0.00127027,-0.1246,-2.59105,0.130011
1.96576,0.00127787,-0.124959,-2.59027,0.130297
1.96835,0.00128551,-0.125319,-2.5895,0.130583
1.97093,0.00129318,-0.12568,-2.58872,0.130869
1.97351,0.00130089,-0.126041,-2.58795,0.131156
1.97609,0.00130864,-0.126402,-2.58717,0.131443
1.97867,0.00131641,-0.126764,-2.5864,0.13173
1.98125,0.00132423,-0.127126,-2.58562,0.132017
1.98383,0.00133208,-0.127488,-2.58485,0.132304
1.98641,0.00133996,-0.127851,-2.58408,0.132592
1.98899,0.00134788,-0.128214,-2.5833,0.13288
1.99157,0.00135583,-0.128577,-2.58253,0.133168
1.99414,0.00136382,-0.128941,-2.58176,0.133456
1.99672,0.00137185,-0.129306,-2.58098,0.133745
1.99929,0.00137991,-0.12967,-2.58021,0.134033
2.00187,0.001388,-0.130035,-2.57944,0.134322
2.00444,0.00139614,-0.1304,-2.57867,0.134612
2.00702,0.00140431,-0.130766,-2.5779,0.134901
2.00959,0.00141251,-0.131132,-2.57712,0.135191
2.01216,0.00142075,-0.131499,-2.57635,0.135481
2.01473,0.00142903,-0.131866,-2.57558,0.135771
2.0173,0.00143735,-0.132233,-2.57481,0.136061
2.01987,0.0014457,-0.1326,-2.57404,0.136351
2.02244,0.00145409,-0.132968,-2.57327,0.136642
2.02501,0.00146251,-0.133337,-2.5725,0.136933
2.02757,0.00147097,-0.133705,-2.57173,0.137224
2.03014,0.00147947,-0.134074,-2.57096,0.137516
2.03271,0.00148801,-0.134444,-2.57019,0.137807
2.03527,0.00149658,-0.134814,-2.56942,0.138099
2.03784,0.00150519,-0.135184,-2.56865,0.138391
2.0404,0.00151384,-0.135554,-2.56788,0.138683
2.04296,0.00152253,-0.135925,-2.56711,0.138976
2.04553,0.00153125,-0.136297,-2.56634,0.139269
2.04809,0.00154001,-0.136668,-2.56557,0.139562
2.05065,0.00154881,-0.13704,-2.56481,0.139855
2.05321,0.00155765,-0.137413,-2.56404,0.140148
2.05577,0.00156653,-0.137785,-2.56327,0.140442
2.05833,0.00157544,-0.138159,-2.5625,0.140735
2.06089,0.00158439,-0.138532,-2.56173,0.141029
2.06345,0.00159339,-0.138906,-2.56097,0.141324
2.066,0.00160242,-0.13928,-2.5602,0.141618
2.06856,0.00161148,-0.139655,-2.55943,0.141913
2.07111,0.00162059,-0.14003,-2.55867,0.142207
2.07367,0.00162974,-0.140405,-2.5579,0.142503
2.07622,0.00163892,-0.140781,-2.55713,0.142798
2.07878,0.00164815,-0.141157,-2.55637,0.143093
2.08133,0.00165741,-0.141534,-2.5556,0.143389
2.08388,0.00166672,-0.14191,-2.55484,0.143685
2.08643,0.00167606,-0.142288,-2.55407,0.143981
2.08898,0.00168544,-0.142665,-2.5533,0.144277
2.09153,0.00169487,-0.143043,-2.55254,0.144574
2.09408,0.00170433,-0.143421,-2.55178,0.144871
2.09663,0.00171383,-0.1438,-2.55101,0.145168
2.09918,0.00172337,-0.144179,-2.55025,0.145465
2.10173,0.00173296,-0.144559,-2.54948,0.145762
2.10427,0.00174258,-0.144938,-2.54872,0.14606
2.10682,0.00175225,-0.145319,-2.54795,0.146358
2.10936,0.00176195,-0.145699,-2.54719,0.146656
2.11191,0.00177169,-0.14608,-2.54643,0.146954
2.11445,0.00178148,-0.146461,-2.54566,0.147253
2.117,0.00179131,-0.146843,-2.5449,0.147551
2.11954,0.00180118,-0.147225,-2.54414,0.14785
2.12208,0.00181109,-0.147607,-2.54338,0.148149
2.12462,0.00182104,-0.14799,-2.54261,0.148449
2.12716,0.00183103,-0.148373,-2.54185,0.148748
2.1297,0.00184106,-0.148757,-2.54109,0.149048
2.13224,0.00185114,-0.14914,-2.54033,0.149348
2.13478,0.00186125,-0.149525,-2.53957,0.149648
2.13732,0.00187141,-0.149909,-2.53881,0.149949
2.13985,0.00188161,-0.150294,-2.53804,0.150249
2.14239,0.00189186,-0.150679,-2.53728,0.15055
2.14492,0.00190214,-0.151065,-2.53652,0.150851
2.14746,0.00191247,-0.151451,-2.53576,0.151152
2.14999,0.00192284,-0.151838,-2.535,0.151454
2.15253,0.00193325,-0.152224,-2.53424,0.151755
2.15506,0.00194371,-0.152612,-2.53348,0.152057
2.15759,0.00195421,-0.152999,-2.53272,0.152359
2.16012,0.00196475,-0.153387,-2.53196,0.152661
2.16265,0.00197533,-0.153775,-2.5312,0.152964
2.16518,0.00198596,-0.154164,-2.53044,0.153266
2.16771,0.00199663,-0.154553,-2.52969,0.153569
2.17024,0.00200734,-0.154942,-2.52893,0.153872
2.17277,0.0020181,-0.155332,-2.52817,0.154176
2.1753,0.0020289,-0.155722,-2.52741,0.154479
2.17782,0.00203975,-0.156112,-2.52665,0.154783
2.18035,0.00205064,-0.156503,-2.5259,0.155087
2.18287,0.00206157,-0.156894,-2.52514,0.155391
2.1854,0.00207255,-0.157286,-2.52438,0.155695
2.18792,0.00208357,-0.157678,-2.52362,0.156
2.19045,0.00209463,-0.15807,-2.52287,0.156304
2.19297,0.00210574,-0.158463,-2.52211,0.156609
2.19549,0.0021169,-0.158856,-2.52135,0.156915
2.19801,0.0021281,-0.159249,-2.5206,0.15722
2.20053,0.00213934,-0.159643,-2.51984,0.157525
2.20305,0.00215063,-0.160037,-2.51908,0.157831
2.20557,0.00216197,-0.160432,-2.51833,0.158137
2.20809,0.00217335,-0.160827,-2.51757,0.158443
2.21061,0.00218477,-0.161222,-2.51682,0.15875
2.21312,0.00219625,-0.161618,-2.51606,0.159056
2.21564,0.00220776,-0.162014,-2.51531,0.159363
2.21816,0.00221932,-0.16241,-2.51455,0.15967
2.22067,0.00223093,-0.162807,-2.5138,0.159977
2.22319,0.00224259,-0.163204,-2.51304,0.160285
2.2257,0.00225429,-0.163601,-2.51229,0.160592
2.22821,0.00226603,-0.163999,-2.51154,0.1609
2.23073,0.00227783,-0.164397,-2.51078,0.161208
2.23324,0.00228967,-0.164796,-2.51003,0.161516
2.23575,0.00230155,-0.165195,-2.50928,0.161824
2.23826,0.00231348,-0.165594,-2.50852,0.162133
2.24077,0.00232546,-0.165994,-2.50777,0.162442
2.24328,0.00233749,-0.166394,-2.50702,0.162751
2.24579,0.00234956,-0.166794,-2.50626,0.16306
2.24829,0.00236169,-0.167195,-2.50551,0.163369
2.2508,0.00237385,-0.167596,-2.50476,0.163679
2.25331,0.00238607,-0.167998,-2.50401,0.163989
2.25581,0.00239833,-0.168399,-2.50326,0.164299
2.25832,0.00241064,-0.168802,-2.5025,0.164609
2.26082,0.002423,-0.169204,-2.50175,0.164919
2.26332,0.00243541,-0.169607,-2.501,0.16523
2.26583,0.00244786,-0.170011,-2.50025,0.165541
2.26833,0.00246037,-0.170414,-2.4995,0.165852
2.27083,0.00247292,-0.170818,-2.49875,0.166163
2.27333,0.00248552,-0.171223,-2.498,0.166474
2.27583,0.00249817,-0.171628,-2.49725,0.166786
2.27833,0.00251087,-0.172033,-2.4965,0.167098
2.28083,0.00252361,-0.172438,-2.49575,0.16741
2.28333,0.00253641,-0.172844,-2.495,0.167722
2.28583,0.00254925,-0.173251,-2.49425,0.168034
2.28832,0.00256215,-0.173657,-2.4935,0.168347
2.29082,0.00257509,-0.174064,-2.49275,0.16866
2.29332,0.00258808,-0.174472,-2.49201,0.168973
2.29581,0.00260112,-0.17488,-2.49126,0.169286
2.29831,0.00261422,-0.175288,-2.49051,0.169599
2.3008,0.00262736,-0.175696,-2.48976,0.169913
2.30329,0.00264055,-0.176105,-2.48901,0.170227
2.30578,0.00265379,-0.176514,-2.48826,0.170541
2.30828,0.00266709,-0.176924,-2.48752,0.170855
2.31077,0.00268043,-0.177334,-2.48677,0.171169
2.31326,0.00269382,-0.177744,-2.48602,0.171484
2.31575,0.00270727,-0.178155,-2.48528,0.171798
2.31824,0.00272076,-0.178566,-2.48453,0.172113
2.32072,0.00273431,-0.178978,-2.48378,0.172428
2.32321,0.0027479,-0.17939,-2.48304,0.172744
2.3257,0.00276155,-0.179802,-2.48229,0.173059
2.32818,0.00277525,-0.180215,-2.48154,0.173375
2.33067,0.002789,-0.180627,-2.4808,0.173691
2.33315,0.0028028,-0.181041,-2.48005,0.174007
2.33564,0.00281666,-0.181455,-2.47931,0.174323
2.33812,0.00283057,-0.181869,-2.47856,0.17464
2.34061,0.00284452,-0.182283,-2.47782,0.174957
2.34309,0.00285853,-0.182698,-2.47707,0.175273
2.34557,0.0028726,-0.183113,-2.47633,0.17559
2.34805,0.00288671,-0.183529,-2.47558,0.175908
2.35053,0.00290088,-0.183945,-2.47484,0.176225
2.35301,0.0029151,-0.184361,-2.4741,0.176543
2.35549,0.00292937,-0.184778,-2.47335,0.176861
2.35797,0.0029437,-0.185195,-2.47261,0.177179
2.36045,0.00295808,-0.185612,-2.47187,0.177497
2.36292,0.00297251,-0.18603,-2.47112,0.177815
2.3654,0.00298699,-0.186448,-2.47038,0.178134
2.36787,0.00300153,-0.186867,-2.46964,0.178453
2.37035,0.00301612,-0.187286,-2.4689,0.178772
2.37282,0.00303077,-0.187705,-2.46815,0.179091
2.3753,0.00304547,-0.188124,-2.46741,0.17941
2.37777,0.00306022,-0.188544,-2.46667,0.17973
2.38024,0.00307503,-0.188965,-2.46593,0.18005
2.38272,0.00308989,-0.189386,-2.46519,0.18037
2.38519,0.00310481,-0.189807,-2.46444,0.18069
2.38766,0.00311978,-0.190228,-2.4637,0.18101
2.39013,0.00313481,-0.19065,-2.46296,0.181331
2.3926,0.00314989,-0.191073,-2.46222,0.181651
2.39506,0.00316502,-0.191495,-2.46148,0.181972
2.39753,0.00318022,-0.191918,-2.46074,0.182293
2.4,0.00319546,-0.192342,-2.46,0.182615
2.40247,0.00321076,-0.192765,-2.45926,0.182936
2.40493,0.00322612,-0.19319,-2.45852,0.183258
2.4074,0.00324153,-0.193614,-2.45778,0.18358
2.40986,0.003257,-0.194039,-2.45704,0.183902
2.41233,0.00327252,-0.194464,-2.4563,0.184224
2.41479,0.0032881,-0.19489,-2.45556,0.184546
2.41725,0.00330374,-0.195316,-2.45482,0.184869
2.41971,0.00331943,-0.195742,-2.45409,0.185192
2.42217,0.00333518,-0.196169,-2.45335,0.185515
2.42464,0.00335099,-0.196596,-2.45261,0.185838
2.4271,0.00336685,-0.197024,-2.45187,0.186161
2.42955,0.00338277,-0.197452,-2.45113,0.186485
2.43201,0.00339874,-0.19788,-2.4504,0.186808
2.43447,0.00341477,-0.198308,-2.44966,0.187132
2.43693,0.00343086,-0.198737,-2.44892,0.187456
2.43939,0.00344701,-0.199167,-2.44818,0.187781
2.44184,0.00346322,-0.199597,-2.44745,0.188105
2.4443,0.00347948,-0.200027,-2.44671,0.18843
2.44675,0.0034958,-0.200457,-2.44597,0.188755
2.44921,0.00351218,-0.200888,-2.44524,0.18908
2.45166,0.00352862,-0.201319,-2.4445,0.189405
2.45411,0.00354511,-0.201751,-2.44377,0.18973
2.45656,0.00356166,-0.202183,-2.44303,0.190056
2.45902,0.00357828,-0.202616,-2.4423,0.190382
2.46147,0.00359495,-0.203048,-2.44156,0.190707
2.46392,0.00361168,-0.203482,-2.44082,0.191034
2.46637,0.00362846,-0.203915,-2.44009,0.19136
2.46882,0.00364531,-0.204349,-2.43936,0.191686
2.47126,0.00366222,-0.204783,-2.43862,0.192013
2.47371,0.00367918,-0.205218,-2.43789,0.19234
2.47616,0.00369621,-0.205653,-2.43715,0.192667
2.47861,0.00371329,-0.206088,-2.43642,0.192994
2.48105,0.00373044,-0.206524,-2.43568,0.193322
2.4835,0.00374764,-0.20696,-2.43495,0.193649
2.48594,0.00376491,-0.207397,-2.43422,0.193977
2.48839,0.00378223,-0.207834,-2.43348,0.194305
2.49083,0.00379962,-0.208271,-2.43275,0.194633
2.49327,0.00381706,-0.208709,-2.43202,0.194961
2.49571,0.00383457,-0.209147,-2.43129,0.19529
2.49815,0.00385214,-0.209586,-2.43055,0.195619
2.5006,0.00386976,-0.210024,-2.42982,0.195948
2.50304,0.00388745,-0.210464,-2.42909,0.196277
2.50547,0.0039052,-0.210903,-2.42836,0.196606
2.50791,0.00392302,-0.211343,-2.42763,0.196935
2.51035,0.00394089,-0.211784,-2.42689,0.197265
2.51279,0.00395882,-0.212224,-2.42616,0.197595
2.51523,0.00397682,-0.212665,-2.42543,0.197925
2.51766,0.00399488,-0.213107,-2.4247,0.198255
2.5201,0.004013,-0.213549,-2.42397,0.198585
2.52253,0.00403118,-0.213991,-2.42324,0.198916
2.52497,0.00404943,-0.214434,-2.42251,0.199246
2.5274,0.00406773,-0.214877,-2.42178,0.199577
